"HIOKI PW3360(Ver2.12)",S/N.161035999
"FOLDER",23072006
"WIRING",3P3W3M
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",30sec
"U RANGE",600V
"I RANGE",1A
"SENSOR",9694(5A)
"VT(PT)",200
"CT",600
"PULSE",001.000, ,
"ENERGY COST",0000.00,

2023-07-20 18:25:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,Freq_Max[Hz],U1_Max[V],Ufnd1_Max[V],Upeak1_Max[V],Udeg1_Max[deg],U2_Max[V],Ufnd2_Max[V],Upeak2_Max[V],Udeg2_Max[deg],U3_Max[V],Ufnd3_Max[V],Upeak3_Max[V],Udeg3_Max[deg],I1_Max[A],Ifnd1_Max[A],Ipeak1_Max[A],Ideg1_Max[deg],I2_Max[A],Ifnd2_Max[A],Ipeak2_Max[A],Ideg2_Max[deg],I3_Max[A],Ifnd3_Max[A],Ipeak3_Max[A],Ideg3_Max[deg],P1_Max[W],P2_Max[W],P3_Max[W],P_Max[W],S1_Max[VA],S2_Max[VA],S3_Max[VA],S_Max[VA],Q1_Max[var],Q2_Max[var],Q3_Max[var],Q_Max[var],PF1_Max,PF2_Max,PF3_Max,PF_Max,Freq_Min[Hz],U1_Min[V],Ufnd1_Min[V],Upeak1_Min[V],Udeg1_Min[deg],U2_Min[V],Ufnd2_Min[V],Upeak2_Min[V],Udeg2_Min[deg],U3_Min[V],Ufnd3_Min[V],Upeak3_Min[V],Udeg3_Min[deg],I1_Min[A],Ifnd1_Min[A],Ipeak1_Min[A],Ideg1_Min[deg],I2_Min[A],Ifnd2_Min[A],Ipeak2_Min[A],Ideg2_Min[deg],I3_Min[A],Ifnd3_Min[A],Ipeak3_Min[A],Ideg3_Min[deg],P1_Min[W],P2_Min[W],P3_Min[W],P_Min[W],S1_Min[VA],S2_Min[VA],S3_Min[VA],S_Min[VA],Q1_Min[var],Q2_Min[var],Q3_Min[var],Q_Min[var],PF1_Min,PF2_Min,PF3_Min,PF_Min,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem,Pulse
2023-07-20 19:05:30,0000:40:30,00000000,50.027E+00,23.29E+03,13.34E+03,0.00E+00,23.11E+03,13.66E+03,119.10E+00,23.11E+03,13.11E+03,-121.66E+00,229.35E+00,228.98E+00,57.44E+00,235.54E+00,235.17E+00,117.52E+00,231.60E+00,231.24E+00,176.46E+00,1.645E+06,3.212E+06,1.429E+06,6.29E+06,3.062E+06,3.220E+06,3.037E+06,9.32E+06,-2.583E+06,0.218E+06,2.680E+06,6.88E+06,-0.5371E+00,0.9977E+00,0.4706E+00,0.6747E+00,50.042E+00,23.31E+03,13.36E+03,19.74E+03,0.00E+00,23.13E+03,13.68E+03,20.07E+03,119.13E+00,23.13E+03,13.12E+03,19.48E+03,-121.63E+00,232.52E+00,232.16E+00,354.53E+00,57.79E+00,238.83E+00,238.50E+00,367.23E+00,117.92E+00,235.71E+00,235.32E+00,356.93E+00,176.89E+00,1.689E+06,3.257E+06,1.447E+06,6.38E+06,3.102E+06,3.264E+06,3.089E+06,9.45E+06,-2.532E+06,0.236E+06,2.729E+06,6.97E+06,-0.5468E+00,0.9979E+00,0.4773E+00,0.6760E+00,50.015E+00,23.26E+03,13.33E+03,19.28E+03,0.00E+00,23.08E+03,13.64E+03,19.71E+03,119.06E+00,23.08E+03,13.09E+03,19.06E+03,-121.70E+00,224.75E+00,224.35E+00,340.91E+00,56.78E+00,231.75E+00,231.39E+00,349.38E+00,116.91E+00,228.69E+00,228.33E+00,344.57E+00,175.84E+00,1.608E+06,3.163E+06,1.406E+06,6.19E+06,3.002E+06,3.170E+06,3.000E+06,9.17E+06,-2.613E+06,0.205E+06,2.645E+06,6.77E+06,-0.5318E+00,0.9973E+00,0.4611E+00,0.6733E+00,4.495E+06,0.000E+06,4.718E+06,-0.175E+06,0.00000E+00,0.052E+06,0.000E+06,0.057E+06,0.000E+06,6.29E+06,0.00E+06,6.88E+06,0.00E+06,0.6747E+00,0.000E+03
2023-07-20 19:06:00,0000:41:00,00000000,50.000E+00,23.29E+03,13.35E+03,0.00E+00,23.10E+03,13.66E+03,119.06E+00,23.11E+03,13.10E+03,-121.69E+00,227.22E+00,226.83E+00,57.65E+00,233.25E+00,232.87E+00,117.77E+00,229.52E+00,229.13E+00,176.71E+00,1.620E+06,3.181E+06,1.429E+06,6.23E+06,3.034E+06,3.188E+06,3.009E+06,9.23E+06,-2.565E+06,0.213E+06,2.648E+06,6.81E+06,-0.5340E+00,0.9978E+00,0.4748E+00,0.6750E+00,50.034E+00,23.32E+03,13.36E+03,19.72E+03,0.00E+00,23.13E+03,13.68E+03,20.18E+03,119.12E+00,23.14E+03,13.12E+03,19.43E+03,-121.65E+00,233.48E+00,233.11E+00,356.25E+00,57.96E+00,239.00E+00,238.59E+00,366.32E+00,118.16E+00,235.54E+00,235.16E+00,357.96E+00,177.08E+00,1.679E+06,3.257E+06,1.461E+06,6.38E+06,3.116E+06,3.264E+06,3.084E+06,9.45E+06,-2.510E+06,0.229E+06,2.722E+06,6.97E+06,-0.5402E+00,0.9980E+00,0.4804E+00,0.6764E+00,49.981E+00,23.26E+03,13.33E+03,19.27E+03,0.00E+00,23.07E+03,13.65E+03,19.73E+03,119.02E+00,23.08E+03,13.08E+03,19.08E+03,-121.72E+00,222.23E+00,221.82E+00,337.48E+00,57.23E+00,228.89E+00,228.47E+00,346.06E+00,117.27E+00,225.10E+00,224.69E+00,337.48E+00,176.23E+00,1.577E+06,3.123E+06,1.396E+06,6.11E+06,2.967E+06,3.130E+06,2.950E+06,9.05E+06,-2.626E+06,0.204E+06,2.593E+06,6.68E+06,-0.5294E+00,0.9975E+00,0.4676E+00,0.6739E+00,4.547E+06,0.000E+06,4.774E+06,-0.175E+06,0.00000E+00,0.052E+06,0.000E+06,0.057E+06,0.000E+06,6.23E+06,0.00E+06,6.81E+06,0.00E+06,0.6750E+00,0.000E+03
2023-07-20 19:06:30,0000:41:30,00000000,49.973E+00,23.27E+03,13.34E+03,0.00E+00,23.09E+03,13.66E+03,119.04E+00,23.09E+03,13.09E+03,-121.68E+00,224.81E+00,224.40E+00,57.76E+00,230.70E+00,230.30E+00,117.88E+00,227.05E+00,226.65E+00,176.84E+00,1.597E+06,3.145E+06,1.418E+06,6.16E+06,3.000E+06,3.152E+06,2.975E+06,9.12E+06,-2.540E+06,0.213E+06,2.615E+06,6.73E+06,-0.5323E+00,0.9977E+00,0.4766E+00,0.6750E+00,49.994E+00,23.30E+03,13.35E+03,19.73E+03,0.00E+00,23.12E+03,13.67E+03,20.12E+03,119.09E+00,23.12E+03,13.11E+03,19.48E+03,-121.65E+00,230.73E+00,230.33E+00,353.50E+00,58.14E+00,236.44E+00,236.05E+00,361.40E+00,118.16E+00,232.52E+00,232.16E+00,355.90E+00,177.10E+00,1.643E+06,3.219E+06,1.453E+06,6.31E+06,3.076E+06,3.226E+06,3.043E+06,9.34E+06,-2.492E+06,0.224E+06,2.680E+06,6.89E+06,-0.5363E+00,0.9979E+00,0.4803E+00,0.6761E+00,49.960E+00,23.25E+03,13.32E+03,19.29E+03,0.00E+00,23.07E+03,13.64E+03,19.71E+03,119.01E+00,23.06E+03,13.08E+03,19.10E+03,-121.71E+00,220.67E+00,220.25E+00,336.22E+00,57.48E+00,226.23E+00,225.86E+00,342.97E+00,117.53E+00,222.93E+00,222.52E+00,334.96E+00,176.53E+00,1.564E+06,3.084E+06,1.394E+06,6.05E+06,2.944E+06,3.091E+06,2.920E+06,8.96E+06,-2.600E+06,0.202E+06,2.563E+06,6.61E+06,-0.5266E+00,0.9975E+00,0.4718E+00,0.6737E+00,4.599E+06,0.000E+06,4.831E+06,-0.175E+06,0.00000E+00,0.051E+06,0.000E+06,0.056E+06,0.000E+06,6.16E+06,0.00E+06,6.73E+06,0.00E+06,0.6750E+00,0.000E+03
2023-07-20 19:07:00,0000:42:00,00000000,49.971E+00,23.25E+03,13.32E+03,0.00E+00,23.07E+03,13.64E+03,119.03E+00,23.07E+03,13.08E+03,-121.66E+00,231.30E+00,230.90E+00,57.59E+00,236.89E+00,236.49E+00,117.60E+00,232.96E+00,232.56E+00,176.71E+00,1.649E+06,3.225E+06,1.446E+06,6.32E+06,3.083E+06,3.233E+06,3.049E+06,9.36E+06,-2.605E+06,0.220E+06,2.684E+06,6.91E+06,-0.5348E+00,0.9977E+00,0.4743E+00,0.6751E+00,49.976E+00,23.28E+03,13.34E+03,19.65E+03,0.00E+00,23.11E+03,13.66E+03,20.04E+03,119.05E+00,23.11E+03,13.11E+03,19.51E+03,-121.62E+00,236.19E+00,235.79E+00,362.08E+00,57.83E+00,241.67E+00,241.29E+00,374.33E+00,117.96E+00,237.89E+00,237.48E+00,364.03E+00,177.01E+00,1.700E+06,3.290E+06,1.471E+06,6.45E+06,3.148E+06,3.298E+06,3.114E+06,9.55E+06,-2.544E+06,0.233E+06,2.745E+06,7.05E+06,-0.5405E+00,0.9979E+00,0.4788E+00,0.6759E+00,49.966E+00,23.22E+03,13.31E+03,19.29E+03,0.00E+00,23.05E+03,13.62E+03,19.69E+03,119.00E+00,23.04E+03,13.07E+03,19.07E+03,-121.70E+00,225.76E+00,225.37E+00,343.77E+00,57.20E+00,230.93E+00,230.53E+00,350.98E+00,117.04E+00,228.10E+00,227.68E+00,341.83E+00,176.36E+00,1.607E+06,3.146E+06,1.414E+06,6.19E+06,3.013E+06,3.154E+06,2.988E+06,9.16E+06,-2.652E+06,0.208E+06,2.628E+06,6.75E+06,-0.5314E+00,0.9974E+00,0.4692E+00,0.6744E+00,4.651E+06,0.000E+06,4.888E+06,-0.175E+06,0.00000E+00,0.053E+06,0.000E+06,0.058E+06,0.000E+06,6.32E+06,0.00E+06,6.91E+06,0.00E+06,0.6751E+00,0.000E+03
2023-07-20 19:07:30,0000:42:30,00000000,49.968E+00,23.26E+03,13.33E+03,0.00E+00,23.09E+03,13.65E+03,119.04E+00,23.08E+03,13.09E+03,-121.67E+00,234.05E+00,233.67E+00,57.35E+00,239.64E+00,239.26E+00,117.35E+00,235.65E+00,235.27E+00,176.48E+00,1.681E+06,3.265E+06,1.454E+06,6.40E+06,3.122E+06,3.273E+06,3.087E+06,9.48E+06,-2.631E+06,0.224E+06,2.723E+06,6.99E+06,-0.5383E+00,0.9976E+00,0.4710E+00,0.6751E+00,49.979E+00,23.29E+03,13.35E+03,19.69E+03,0.00E+00,23.11E+03,13.67E+03,20.15E+03,119.07E+00,23.10E+03,13.10E+03,19.47E+03,-121.64E+00,240.63E+00,240.26E+00,367.23E+00,57.87E+00,246.03E+00,245.68E+00,375.59E+00,117.84E+00,242.50E+00,242.19E+00,367.46E+00,177.01E+00,1.744E+06,3.350E+06,1.481E+06,6.57E+06,3.210E+06,3.358E+06,3.175E+06,9.73E+06,-2.549E+06,0.247E+06,2.812E+06,7.18E+06,-0.5455E+00,0.9978E+00,0.4791E+00,0.6761E+00,49.955E+00,23.24E+03,13.32E+03,19.26E+03,0.00E+00,23.07E+03,13.64E+03,19.73E+03,119.01E+00,23.06E+03,13.08E+03,19.12E+03,-121.71E+00,226.19E+00,225.76E+00,343.89E+00,56.87E+00,230.83E+00,230.41E+00,349.38E+00,116.70E+00,227.44E+00,227.03E+00,342.40E+00,176.00E+00,1.611E+06,3.146E+06,1.413E+06,6.18E+06,3.019E+06,3.154E+06,2.980E+06,9.15E+06,-2.698E+06,0.210E+06,2.621E+06,6.75E+06,-0.5307E+00,0.9972E+00,0.4637E+00,0.6736E+00,4.705E+06,0.000E+06,4.946E+06,-0.175E+06,0.00000E+00,0.053E+06,0.000E+06,0.058E+06,0.000E+06,6.40E+06,0.00E+06,6.99E+06,0.00E+06,0.6751E+00,0.000E+03
2023-07-20 19:08:00,0000:43:00,00000000,49.945E+00,23.25E+03,13.33E+03,0.00E+00,23.07E+03,13.64E+03,119.06E+00,23.07E+03,13.09E+03,-121.65E+00,237.66E+00,237.30E+00,56.87E+00,243.59E+00,243.24E+00,116.83E+00,239.26E+00,238.91E+00,175.93E+00,1.728E+06,3.315E+06,1.448E+06,6.49E+06,3.168E+06,3.324E+06,3.132E+06,9.62E+06,-2.655E+06,0.238E+06,2.778E+06,7.10E+06,-0.5454E+00,0.9974E+00,0.4622E+00,0.6746E+00,49.969E+00,23.28E+03,13.34E+03,19.73E+03,0.00E+00,23.10E+03,13.66E+03,20.07E+03,119.10E+00,23.10E+03,13.10E+03,19.50E+03,-121.58E+00,245.76E+00,245.41E+00,370.78E+00,57.41E+00,250.86E+00,250.51E+00,382.45E+00,117.39E+00,246.51E+00,246.16E+00,371.35E+00,176.59E+00,1.881E+06,3.401E+06,1.477E+06,6.66E+06,3.269E+06,3.416E+06,3.220E+06,9.89E+06,-2.554E+06,0.337E+06,2.906E+06,7.31E+06,-0.5780E+00,0.9978E+00,0.4726E+00,0.6761E+00,49.931E+00,23.20E+03,13.29E+03,19.31E+03,0.00E+00,23.02E+03,13.61E+03,19.71E+03,119.01E+00,23.00E+03,13.05E+03,19.09E+03,-121.70E+00,229.69E+00,229.34E+00,347.09E+00,54.61E+00,236.48E+00,236.13E+00,357.73E+00,114.53E+00,232.02E+00,231.61E+00,351.21E+00,173.76E+00,1.666E+06,3.220E+06,1.364E+06,6.28E+06,3.060E+06,3.229E+06,3.037E+06,9.32E+06,-2.698E+06,0.218E+06,2.688E+06,6.89E+06,-0.5376E+00,0.9951E+00,0.4285E+00,0.6723E+00,4.759E+06,0.000E+06,5.006E+06,-0.175E+06,0.00000E+00,0.054E+06,0.000E+06,0.059E+06,0.000E+06,6.49E+06,0.00E+06,7.10E+06,0.00E+06,0.6746E+00,0.000E+03
2023-07-20 19:08:30,0000:43:30,00000000,49.959E+00,23.28E+03,13.34E+03,0.00E+00,23.10E+03,13.65E+03,119.09E+00,23.09E+03,13.10E+03,-121.61E+00,235.54E+00,235.17E+00,56.79E+00,241.73E+00,241.37E+00,116.66E+00,237.00E+00,236.65E+00,175.73E+00,1.719E+06,3.293E+06,1.424E+06,6.44E+06,3.144E+06,3.302E+06,3.106E+06,9.55E+06,-2.633E+06,0.243E+06,2.760E+06,7.05E+06,-0.5467E+00,0.9973E+00,0.4585E+00,0.6740E+00,49.977E+00,23.32E+03,13.36E+03,19.74E+03,0.00E+00,23.13E+03,13.68E+03,20.07E+03,119.11E+00,23.13E+03,13.12E+03,19.54E+03,-121.57E+00,239.29E+00,238.94E+00,366.09E+00,57.41E+00,245.20E+00,244.84E+00,375.93E+00,117.19E+00,240.76E+00,240.42E+00,365.74E+00,176.30E+00,1.762E+06,3.337E+06,1.449E+06,6.52E+06,3.192E+06,3.346E+06,3.153E+06,9.66E+06,-2.558E+06,0.263E+06,2.808E+06,7.14E+06,-0.5529E+00,0.9976E+00,0.4674E+00,0.6754E+00,49.939E+00,23.25E+03,13.32E+03,19.32E+03,0.00E+00,23.06E+03,13.64E+03,19.73E+03,119.06E+00,23.06E+03,13.08E+03,19.14E+03,-121.64E+00,228.72E+00,228.31E+00,347.32E+00,56.36E+00,234.49E+00,234.09E+00,353.04E+00,116.15E+00,229.41E+00,229.04E+00,347.43E+00,175.33E+00,1.657E+06,3.193E+06,1.384E+06,6.24E+06,3.052E+06,3.202E+06,3.006E+06,9.26E+06,-2.665E+06,0.227E+06,2.667E+06,6.84E+06,-0.5375E+00,0.9969E+00,0.4524E+00,0.6726E+00,4.812E+06,0.000E+06,5.064E+06,-0.175E+06,0.00000E+00,0.054E+06,0.000E+06,0.059E+06,0.000E+06,6.44E+06,0.00E+06,7.05E+06,0.00E+06,0.6740E+00,0.000E+03
2023-07-20 19:09:00,0000:44:00,00000000,49.964E+00,23.28E+03,13.35E+03,0.00E+00,23.10E+03,13.65E+03,119.09E+00,23.10E+03,13.10E+03,-121.60E+00,233.77E+00,233.40E+00,56.96E+00,240.07E+00,239.71E+00,116.94E+00,235.65E+00,235.30E+00,175.93E+00,1.698E+06,3.271E+06,1.425E+06,6.39E+06,3.121E+06,3.279E+06,3.089E+06,9.49E+06,-2.619E+06,0.233E+06,2.741E+06,7.01E+06,-0.5441E+00,0.9975E+00,0.4614E+00,0.6740E+00,49.982E+00,23.33E+03,13.37E+03,19.71E+03,0.00E+00,23.14E+03,13.68E+03,20.12E+03,119.12E+00,23.13E+03,13.12E+03,19.60E+03,-121.57E+00,241.64E+00,241.31E+00,367.46E+00,57.45E+00,247.09E+00,246.76E+00,382.57E+00,117.45E+00,243.14E+00,242.81E+00,370.44E+00,176.30E+00,1.767E+06,3.361E+06,1.468E+06,6.60E+06,3.222E+06,3.369E+06,3.183E+06,9.77E+06,-2.549E+06,0.260E+06,2.825E+06,7.21E+06,-0.5535E+00,0.9979E+00,0.4673E+00,0.6753E+00,49.949E+00,23.24E+03,13.32E+03,19.34E+03,0.00E+00,23.06E+03,13.63E+03,19.71E+03,119.05E+00,23.06E+03,13.08E+03,19.12E+03,-121.63E+00,226.70E+00,226.30E+00,344.00E+00,56.32E+00,233.41E+00,233.04E+00,353.61E+00,116.20E+00,228.86E+00,228.52E+00,344.57E+00,175.40E+00,1.634E+06,3.186E+06,1.388E+06,6.21E+06,3.028E+06,3.194E+06,3.003E+06,9.22E+06,-2.695E+06,0.212E+06,2.662E+06,6.82E+06,-0.5369E+00,0.9969E+00,0.4531E+00,0.6726E+00,4.866E+06,0.000E+06,5.123E+06,-0.175E+06,0.00000E+00,0.053E+06,0.000E+06,0.058E+06,0.000E+06,6.39E+06,0.00E+06,7.01E+06,0.00E+06,0.6740E+00,0.000E+03
2023-07-20 19:09:30,0000:44:30,00000000,49.946E+00,23.23E+03,13.32E+03,0.00E+00,23.05E+03,13.62E+03,119.08E+00,23.05E+03,13.08E+03,-121.61E+00,239.77E+00,239.44E+00,56.71E+00,245.77E+00,245.44E+00,116.67E+00,241.42E+00,241.10E+00,175.77E+00,1.750E+06,3.340E+06,1.450E+06,6.54E+06,3.194E+06,3.348E+06,3.159E+06,9.70E+06,-2.672E+06,0.239E+06,2.806E+06,7.16E+06,-0.5479E+00,0.9975E+00,0.4591E+00,0.6743E+00,49.953E+00,23.27E+03,13.34E+03,19.73E+03,0.00E+00,23.09E+03,13.64E+03,20.05E+03,119.11E+00,23.09E+03,13.10E+03,19.45E+03,-121.58E+00,244.93E+00,244.61E+00,371.70E+00,57.16E+00,250.75E+00,250.43E+00,387.37E+00,117.08E+00,246.42E+00,246.11E+00,371.81E+00,176.15E+00,1.818E+06,3.401E+06,1.480E+06,6.67E+06,3.260E+06,3.409E+06,3.221E+06,9.87E+06,-2.597E+06,0.279E+06,2.866E+06,7.29E+06,-0.5582E+00,0.9978E+00,0.4646E+00,0.6757E+00,49.938E+00,23.18E+03,13.29E+03,19.21E+03,0.00E+00,23.00E+03,13.59E+03,19.65E+03,119.05E+00,23.01E+03,13.05E+03,19.05E+03,-121.64E+00,232.45E+00,232.10E+00,348.92E+00,56.00E+00,238.62E+00,238.26E+00,362.43E+00,115.62E+00,234.39E+00,234.03E+00,353.50E+00,174.94E+00,1.695E+06,3.247E+06,1.411E+06,6.35E+06,3.101E+06,3.256E+06,3.072E+06,9.43E+06,-2.722E+06,0.222E+06,2.729E+06,6.96E+06,-0.5413E+00,0.9967E+00,0.4465E+00,0.6731E+00,4.920E+06,0.000E+06,5.182E+06,-0.175E+06,0.00000E+00,0.055E+06,0.000E+06,0.060E+06,0.000E+06,6.54E+06,0.00E+06,7.16E+06,0.00E+06,0.6743E+00,0.000E+03
2023-07-20 19:10:00,0000:45:00,00000000,49.953E+00,23.21E+03,13.31E+03,0.00E+00,23.04E+03,13.61E+03,119.07E+00,23.04E+03,13.07E+03,-121.61E+00,238.22E+00,237.89E+00,56.73E+00,244.26E+00,243.94E+00,116.73E+00,240.05E+00,239.74E+00,175.79E+00,1.737E+06,3.317E+06,1.442E+06,6.50E+06,3.172E+06,3.326E+06,3.139E+06,9.63E+06,-2.654E+06,0.234E+06,2.788E+06,7.11E+06,-0.5476E+00,0.9975E+00,0.4595E+00,0.6743E+00,49.968E+00,23.24E+03,13.32E+03,19.71E+03,0.00E+00,23.06E+03,13.62E+03,20.06E+03,119.11E+00,23.06E+03,13.09E+03,19.47E+03,-121.57E+00,242.85E+00,242.54E+00,370.21E+00,57.10E+00,248.93E+00,248.62E+00,383.60E+00,117.20E+00,244.52E+00,244.19E+00,372.50E+00,176.25E+00,1.786E+06,3.378E+06,1.473E+06,6.61E+06,3.232E+06,3.386E+06,3.194E+06,9.79E+06,-2.585E+06,0.264E+06,2.838E+06,7.23E+06,-0.5554E+00,0.9978E+00,0.4669E+00,0.6758E+00,49.939E+00,23.19E+03,13.29E+03,19.20E+03,0.00E+00,23.00E+03,13.59E+03,19.66E+03,119.04E+00,23.01E+03,13.05E+03,19.01E+03,-121.65E+00,231.88E+00,231.54E+00,348.46E+00,56.19E+00,238.40E+00,238.07E+00,359.57E+00,115.87E+00,234.83E+00,234.49E+00,352.47E+00,175.10E+00,1.692E+06,3.241E+06,1.413E+06,6.35E+06,3.090E+06,3.249E+06,3.073E+06,9.41E+06,-2.704E+06,0.217E+06,2.719E+06,6.95E+06,-0.5421E+00,0.9969E+00,0.4493E+00,0.6724E+00,4.974E+06,0.000E+06,5.242E+06,-0.175E+06,0.00000E+00,0.054E+06,0.000E+06,0.059E+06,0.000E+06,6.50E+06,0.00E+06,7.11E+06,0.00E+06,0.6743E+00,0.000E+03
2023-07-20 19:10:30,0000:45:30,00000000,49.973E+00,23.19E+03,13.29E+03,0.00E+00,23.01E+03,13.60E+03,119.11E+00,23.01E+03,13.05E+03,-121.59E+00,249.43E+00,249.17E+00,55.91E+00,255.77E+00,255.53E+00,115.90E+00,251.30E+00,251.06E+00,174.96E+00,1.856E+06,3.469E+06,1.465E+06,6.79E+06,3.317E+06,3.479E+06,3.282E+06,10.07E+06,-2.748E+06,0.266E+06,2.936E+06,7.44E+06,-0.5596E+00,0.9971E+00,0.4465E+00,0.6740E+00,49.999E+00,23.22E+03,13.31E+03,19.66E+03,0.00E+00,23.04E+03,13.62E+03,19.99E+03,119.14E+00,23.03E+03,13.07E+03,19.60E+03,-121.56E+00,263.60E+00,263.41E+00,391.26E+00,57.01E+00,269.94E+00,269.75E+00,405.34E+00,117.01E+00,265.55E+00,265.36E+00,393.90E+00,175.97E+00,2.004E+06,3.659E+06,1.518E+06,7.17E+06,3.500E+06,3.671E+06,3.470E+06,10.64E+06,-2.604E+06,0.314E+06,3.122E+06,7.86E+06,-0.5726E+00,0.9977E+00,0.4616E+00,0.6753E+00,49.960E+00,23.15E+03,13.27E+03,19.26E+03,0.00E+00,22.96E+03,13.57E+03,19.63E+03,119.06E+00,22.97E+03,13.03E+03,19.02E+03,-121.63E+00,233.46E+00,233.10E+00,350.87E+00,55.03E+00,240.49E+00,240.14E+00,362.43E+00,114.95E+00,235.88E+00,235.52E+00,353.04E+00,174.12E+00,1.696E+06,3.265E+06,1.400E+06,6.38E+06,3.108E+06,3.274E+06,3.084E+06,9.47E+06,-2.876E+06,0.223E+06,2.737E+06,7.00E+06,-0.5435E+00,0.9963E+00,0.4336E+00,0.6731E+00,5.031E+06,0.000E+06,5.304E+06,-0.175E+06,0.00000E+00,0.057E+06,0.000E+06,0.062E+06,0.000E+06,6.79E+06,0.00E+06,7.44E+06,0.00E+06,0.6740E+00,0.000E+03
2023-07-20 19:11:00,0000:46:00,00000000,50.000E+00,23.20E+03,13.29E+03,0.00E+00,23.02E+03,13.60E+03,119.11E+00,23.01E+03,13.06E+03,-121.62E+00,260.47E+00,260.28E+00,55.12E+00,267.04E+00,266.86E+00,115.20E+00,262.77E+00,262.59E+00,174.23E+00,1.978E+06,3.622E+06,1.496E+06,7.10E+06,3.463E+06,3.635E+06,3.433E+06,10.53E+06,-2.843E+06,0.298E+06,3.090E+06,7.78E+06,-0.5712E+00,0.9966E+00,0.4356E+00,0.6740E+00,50.010E+00,23.24E+03,13.31E+03,19.73E+03,0.00E+00,23.05E+03,13.63E+03,20.07E+03,119.13E+00,23.05E+03,13.08E+03,19.37E+03,-121.59E+00,266.26E+00,266.05E+00,394.70E+00,55.70E+00,272.67E+00,272.50E+00,405.34E+00,115.75E+00,268.01E+00,267.87E+00,395.04E+00,174.77E+00,2.030E+06,3.697E+06,1.524E+06,7.24E+06,3.539E+06,3.711E+06,3.502E+06,10.75E+06,-2.787E+06,0.328E+06,3.157E+06,7.94E+06,-0.5800E+00,0.9973E+00,0.4462E+00,0.6777E+00,49.988E+00,22.97E+03,13.20E+03,19.30E+03,0.00E+00,22.84E+03,13.46E+03,19.70E+03,118.86E+00,22.91E+03,12.99E+03,19.02E+03,-121.93E+00,253.73E+00,253.55E+00,369.64E+00,54.50E+00,260.24E+00,260.06E+00,382.00E+00,114.67E+00,255.47E+00,255.30E+00,371.24E+00,173.78E+00,1.903E+06,3.528E+06,1.471E+06,6.92E+06,3.379E+06,3.538E+06,3.343E+06,10.27E+06,-2.899E+06,0.261E+06,2.999E+06,7.58E+06,-0.5629E+00,0.9959E+00,0.4286E+00,0.6730E+00,5.090E+06,0.000E+06,5.369E+06,-0.175E+06,0.00000E+00,0.059E+06,0.000E+06,0.065E+06,0.000E+06,7.10E+06,0.00E+06,7.78E+06,0.00E+06,0.6740E+00,0.000E+03
